API_Name,sYear,ProductSaleGroup,Vet,AmountSold_g,InChIKey_string,PEC_gL,Desc_Short,Desc_Long
nitrofurantoin,2016,Prescription,Total,118891.905,NXFQHRVNIOXGAQ-YCRREMRBSA-N,3.413803774039193e-8,antibacterial,antibiotic for bladder infections
nitrofurantoin,2017,Prescription,Total,108327.375,NXFQHRVNIOXGAQ-YCRREMRBSA-N,3.1531567413085466e-8,antibacterial,antibiotic for bladder infections
nitrofurantoin,2018,Prescription,Total,25611.025,NXFQHRVNIOXGAQ-YCRREMRBSA-N,7.280244684780888e-9,antibacterial,antibiotic for bladder infections
nitrofurantoin,2019,Prescription,Total,516.25,NXFQHRVNIOXGAQ-YCRREMRBSA-N,1.4913023478447943e-10,antibacterial,antibiotic for bladder infections
nomegestrol acetate,2016,Prescription,Total,763.98,IIVBFTNIGYRNQY-YQLZSBIMSA-N,2.193654654024143e-10,sex hormone,"progestin for birth control, menopause, gynaecological disorders"
nomegestrol acetate,2017,Prescription,Total,724.92,IIVBFTNIGYRNQY-YQLZSBIMSA-N,2.1100727169927193e-10,sex hormone,"progestin for birth control, menopause, gynaecological disorders"
nomegestrol acetate,2018,Prescription,Total,763.56,IIVBFTNIGYRNQY-YQLZSBIMSA-N,2.1705119695565852e-10,sex hormone,"progestin for birth control, menopause, gynaecological disorders"
nomegestrol acetate,2019,Prescription,Total,391.02,IIVBFTNIGYRNQY-YQLZSBIMSA-N,1.1295477850930197e-10,sex hormone,"progestin for birth control, menopause, gynaecological disorders"
norelgestromin,2016,Prescription,Total,1316.304,ISHXLNHNDMZNMC-VTKCIJPMSA-N,3.7795706637747e-10,sex hormone,progestin for birth control
norelgestromin,2017,Prescription,Total,1229.58,ISHXLNHNDMZNMC-VTKCIJPMSA-N,3.579020045466959e-10,sex hormone,progestin for birth control
norelgestromin,2018,Prescription,Total,1179.954,ISHXLNHNDMZNMC-VTKCIJPMSA-N,3.354162450267394e-10,sex hormone,progestin for birth control
norelgestromin,2019,Prescription,Total,1153.602,ISHXLNHNDMZNMC-VTKCIJPMSA-N,3.332434617101115e-10,sex hormone,progestin for birth control
norepinephrine,2016,Prescription,Total,563.84,SFLSHLFXELFNJZ-QMMMGPOBSA-N,1.6189824866161062e-10,cardiac,"adrenergic for hypotension during surgery, CPR"
norepinephrine,2017,Prescription,Total,608.43,SFLSHLFXELFNJZ-QMMMGPOBSA-N,1.7709975489707555e-10,cardiac,"adrenergic for hypotension during surgery, CPR"
norepinephrine,2018,Prescription,Total,598.5500000000001,SFLSHLFXELFNJZ-QMMMGPOBSA-N,1.7014510180969333e-10,cardiac,"adrenergic for hypotension during surgery, CPR"
norepinephrine,2019,Prescription,Total,625.4,SFLSHLFXELFNJZ-QMMMGPOBSA-N,1.8066062728176936e-10,cardiac,"adrenergic for hypotension during surgery, CPR"
norethisterone,2016,Prescription,Total,11628.66711,VIKNJXKGJWUCNN-XGXHKTLJSA-N,3.338998367228066e-9,sex hormone,"progestin for birth control, menopause, gynaecological disorders with weak estrogenic and androgenic effects"
norethisterone,2017,Prescription,Total,11288.048196,VIKNJXKGJWUCNN-XGXHKTLJSA-N,3.285687044981306e-9,sex hormone,"progestin for birth control, menopause, gynaecological disorders with weak estrogenic and androgenic effects"
norethisterone,2018,Prescription,Total,11405.604126,VIKNJXKGJWUCNN-XGXHKTLJSA-N,3.242181397075145e-9,sex hormone,"progestin for birth control, menopause, gynaecological disorders with weak estrogenic and androgenic effects"
norethisterone,2019,Prescription,Total,11396.149746,VIKNJXKGJWUCNN-XGXHKTLJSA-N,3.2920299995352356e-9,sex hormone,"progestin for birth control, menopause, gynaecological disorders with weak estrogenic and androgenic effects"
nortriptyline,2016,Prescription,Total,20790.865,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,5.969786875106372e-9,antidepressant,tricyclic antidepressant for depression
nortriptyline,2017,Prescription,Total,20722.4,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,6.03180638837526e-9,antidepressant,tricyclic antidepressant for depression
nortriptyline,2018,Prescription,Total,20970.165,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,5.9610239059244294e-9,antidepressant,tricyclic antidepressant for depression
nortriptyline,2019,Prescription,Total,22060.04,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,6.372530643205826e-9,antidepressant,tricyclic antidepressant for depression
noscapine,2016,OTC,Total,230103.48,AKNNEGZIBPJZJG-MSOLQXFVSA-N,6.60707832415968e-8,respiratory,benzylisoquinoline alkaloid antitussive
noscapine,2017,OTC,Total,184830.55,AKNNEGZIBPJZJG-MSOLQXFVSA-N,5.379985389032702e-8,respiratory,benzylisoquinoline alkaloid antitussive
noscapine,2018,OTC,Total,211380.54,AKNNEGZIBPJZJG-MSOLQXFVSA-N,6.008748391761414e-8,respiratory,benzylisoquinoline alkaloid antitussive
noscapine,2019,OTC,Total,220222.27,AKNNEGZIBPJZJG-MSOLQXFVSA-N,6.361607521524653e-8,respiratory,benzylisoquinoline alkaloid antitussive
nystatin,2016,Prescription,Total,10140,VQOXZBDYSJBXMA-RKEBNKJGSA-N,2.9115498038960193e-9,antifungal,topical antifungal
nystatin,2017,Prescription,Total,7980,VQOXZBDYSJBXMA-RKEBNKJGSA-N,2.3227915192851486e-9,antifungal,topical antifungal
nystatin,2018,Prescription,Total,540,VQOXZBDYSJBXMA-RKEBNKJGSA-N,1.5350155371687308e-10,antifungal,topical antifungal
obeticholic acid,2017,Prescription,Total,5.55,ZXERDUOLZKYMJM-ZWECCWDJSA-N,1.615475304765987e-12,metabolic,semi-synthetic bile acid analogue for liver autoimmune disorders
obeticholic acid,2018,Prescription,Total,29.55,ZXERDUOLZKYMJM-ZWECCWDJSA-N,8.39994613395111e-12,metabolic,semi-synthetic bile acid analogue for liver autoimmune disorders
obeticholic acid,2019,Prescription,Total,73.5,ZXERDUOLZKYMJM-ZWECCWDJSA-N,2.1232101223553004e-11,metabolic,semi-synthetic bile acid analogue for liver autoimmune disorders
oclacitinib,2016,Prescription,Total,1577.108,HJWLJNBZVZDLAQ-UHFFFAOYSA-N,4.5284304616596084e-10,dermatological,veterinary Janus kinase inhibitor for canine dermatitis
oclacitinib,2017,Prescription,Total,6505.176,HJWLJNBZVZDLAQ-UHFFFAOYSA-N,1.8935047173254745e-9,dermatological,veterinary Janus kinase inhibitor for canine dermatitis
oclacitinib,2018,Prescription,Total,7525.44,HJWLJNBZVZDLAQ-UHFFFAOYSA-N,2.139197652598343e-9,dermatological,veterinary Janus kinase inhibitor for canine dermatitis
oclacitinib,2019,Prescription,Total,7460.288,HJWLJNBZVZDLAQ-UHFFFAOYSA-N,2.1550692513313983e-9,dermatological,veterinary Janus kinase inhibitor for canine dermatitis
ofloxacin,2016,Prescription,Total,9395,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,2.697634162485513e-9,antibacterial,fluoroquinolone antibiotic
ofloxacin,2017,Prescription,Total,7144,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,2.079451455360038e-9,antibacterial,fluoroquinolone antibiotic
ofloxacin,2018,Prescription,Total,6572,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,1.868170761161648e-9,antibacterial,fluoroquinolone antibiotic
ofloxacin,2019,Prescription,Total,5720,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,1.6523485578057574e-9,antibacterial,fluoroquinolone antibiotic
olanzapine,2016,Prescription,Total,57957.4664,KVWDHTXUZHCGIO-UHFFFAOYSA-N,1.6641622281186404e-8,antipsychotic,"atypical antipsychotic for schizophrenia, bipolar disorder"
olanzapine,2017,Prescription,Total,57756.7583,KVWDHTXUZHCGIO-UHFFFAOYSA-N,1.681164265170954e-8,antipsychotic,"atypical antipsychotic for schizophrenia, bipolar disorder"
olanzapine,2018,Prescription,Total,57485.9054,KVWDHTXUZHCGIO-UHFFFAOYSA-N,1.6341066288372564e-8,antipsychotic,"atypical antipsychotic for schizophrenia, bipolar disorder"
olanzapine,2019,Prescription,Total,59245.3109,KVWDHTXUZHCGIO-UHFFFAOYSA-N,1.7114318885029498e-8,antipsychotic,"atypical antipsychotic for schizophrenia, bipolar disorder"
olaparib,2016,Prescription,Total,2822.4,FDLYAMZZIXQODN-UHFFFAOYSA-N,8.104100755933063e-10,antineoplastic,"PARP inhibitor for ovarian, breast, prostate cancer"
olaparib,2017,Prescription,Total,7750.4,FDLYAMZZIXQODN-UHFFFAOYSA-N,2.25596032469519e-9,antineoplastic,"PARP inhibitor for ovarian, breast, prostate cancer"
olaparib,2018,Prescription,Total,8892.8,FDLYAMZZIXQODN-UHFFFAOYSA-N,2.5278863275803867e-9,antineoplastic,"PARP inhibitor for ovarian, breast, prostate cancer"
olaparib,2019,Prescription,Total,8372,FDLYAMZZIXQODN-UHFFFAOYSA-N,2.4184374346066086e-9,antineoplastic,"PARP inhibitor for ovarian, breast, prostate cancer"
olmesartan medoxomil,2016,Prescription,Total,20498.531899999998,UQGKUQLKSCSZGY-UHFFFAOYSA-N,5.885847784378826e-9,antihypertensive,angiotensin II receptor blocker for high blood pressure
olmesartan medoxomil,2017,Prescription,Total,21258.5905,UQGKUQLKSCSZGY-UHFFFAOYSA-N,6.187878912951858e-9,antihypertensive,angiotensin II receptor blocker for high blood pressure
olmesartan medoxomil,2018,Prescription,Total,21317.3982,UQGKUQLKSCSZGY-UHFFFAOYSA-N,6.0597291572245804e-9,antihypertensive,angiotensin II receptor blocker for high blood pressure
olmesartan medoxomil,2019,Prescription,Total,22177.519,UQGKUQLKSCSZGY-UHFFFAOYSA-N,6.406467051636326e-9,antihypertensive,angiotensin II receptor blocker for high blood pressure
olodaterol,2016,Prescription,Total,3.9930000000000003,COUYJEVMBVSIHV-SFHVURJKSA-N,1.1465304109424858e-12,respiratory,adrenergic bronchodilator for COPD symptoms
olodaterol,2017,Prescription,Total,7.77735,COUYJEVMBVSIHV-SFHVURJKSA-N,2.2638048399138286e-12,respiratory,adrenergic bronchodilator for COPD symptoms
olodaterol,2018,Prescription,Total,10.5654,COUYJEVMBVSIHV-SFHVURJKSA-N,3.003343177111576e-12,respiratory,adrenergic bronchodilator for COPD symptoms
olodaterol,2019,Prescription,Total,13.5762,COUYJEVMBVSIHV-SFHVURJKSA-N,3.9217857500843574e-12,respiratory,adrenergic bronchodilator for COPD symptoms
olopatadine,2016,Prescription,Total,689.9449999999999,JBIMVDZLSHOPLA-LSCVHKIXSA-N,1.9810741907781447e-10,antihistamine,ophthalmic antihistamine for allergic eye irritation
olopatadine,2017,Prescription,Total,754.46,JBIMVDZLSHOPLA-LSCVHKIXSA-N,2.1960567539346784e-10,antihistamine,ophthalmic antihistamine for allergic eye irritation
olopatadine,2018,Prescription,Total,789.41,JBIMVDZLSHOPLA-LSCVHKIXSA-N,2.2439937318451255e-10,antihistamine,ophthalmic antihistamine for allergic eye irritation
olopatadine,2019,Prescription,Total,870.375,JBIMVDZLSHOPLA-LSCVHKIXSA-N,2.514270762238088e-10,antihistamine,ophthalmic antihistamine for allergic eye irritation
olsalazine,2016,Prescription,Total,79768.5,QQBDLJCYGRGAKP-UHFFFAOYSA-N,2.2904335358193255e-8,alimentary,5-aminosalicylate for ulcerative colitis
olsalazine,2017,Prescription,Total,76207.5,QQBDLJCYGRGAKP-UHFFFAOYSA-N,2.2182222394225936e-8,alimentary,5-aminosalicylate for ulcerative colitis
olsalazine,2018,Prescription,Total,75384,QQBDLJCYGRGAKP-UHFFFAOYSA-N,2.1428816898875483e-8,alimentary,5-aminosalicylate for ulcerative colitis
olsalazine,2019,Prescription,Total,69604,QQBDLJCYGRGAKP-UHFFFAOYSA-N,2.0106655422641947e-8,alimentary,5-aminosalicylate for ulcerative colitis
ombitasvir,2016,Prescription,Total,641.9,PIDFDZJZLOTZTM-KHVQSSSXSA-N,1.843120137200054e-10,antiviral,antiviral taken with paritaprevir and ritonavir for hepatitis C
ombitasvir,2017,Prescription,Total,158.2,PIDFDZJZLOTZTM-KHVQSSSXSA-N,4.604832310161786e-11,antiviral,antiviral taken with paritaprevir and ritonavir for hepatitis C
ombitasvir,2018,Prescription,Total,80.5,PIDFDZJZLOTZTM-KHVQSSSXSA-N,2.28831019892746e-11,antiviral,antiviral taken with paritaprevir and ritonavir for hepatitis C
ombitasvir,2019,Prescription,Total,3.5,PIDFDZJZLOTZTM-KHVQSSSXSA-N,1.0110524392168097e-12,antiviral,antiviral taken with paritaprevir and ritonavir for hepatitis C
omeprazole,2016,Prescription,Total,271094.5404,SUBDBMMJDZJVOS-UHFFFAOYSA-N,7.78407550235603e-8,proton pump inhibitor,"proton pump inhibitor for stomach reflux and acid disorders, gastric ulcers"
omeprazole,2017,Prescription,Total,276517.7992,SUBDBMMJDZJVOS-UHFFFAOYSA-N,8.048786953798919e-8,proton pump inhibitor,"proton pump inhibitor for stomach reflux and acid disorders, gastric ulcers"
omeprazole,2018,Prescription,Total,283462.0087,SUBDBMMJDZJVOS-UHFFFAOYSA-N,8.057751621325148e-8,proton pump inhibitor,"proton pump inhibitor for stomach reflux and acid disorders, gastric ulcers"
omeprazole,2019,Prescription,Total,300009.9856,SUBDBMMJDZJVOS-UHFFFAOYSA-N,8.666452220865141e-8,proton pump inhibitor,"proton pump inhibitor for stomach reflux and acid disorders, gastric ulcers"
ondansetron,2016,Prescription,Total,10158.28,FELGMEQIXOGIFQ-UHFFFAOYSA-N,2.9167986333255283e-9,antiemetic,"5HT3 receptor antagonists for surgery, cancer treatment nausea"
ondansetron,2017,Prescription,Total,9773.56,FELGMEQIXOGIFQ-UHFFFAOYSA-N,2.8448549224592176e-9,antiemetic,"5HT3 receptor antagonists for surgery, cancer treatment nausea"
ondansetron,2018,Prescription,Total,9582.092,FELGMEQIXOGIFQ-UHFFFAOYSA-N,2.723825944181518e-9,antiemetic,"5HT3 receptor antagonists for surgery, cancer treatment nausea"
ondansetron,2019,Prescription,Total,10485.448,FELGMEQIXOGIFQ-UHFFFAOYSA-N,3.028953650480291e-9,antiemetic,"5HT3 receptor antagonists for surgery, cancer treatment nausea"
opium,2016,Prescription,Total,454.8,LGFMXOTUSSVQJV-NEYUFSEYSA-N,1.3058903854160843e-10,analgesic,tincture of opiates taken for diarrhoea
opium,2017,Prescription,Total,436,LGFMXOTUSSVQJV-NEYUFSEYSA-N,1.2690941132936402e-10,analgesic,tincture of opiates taken for diarrhoea
opium,2018,Prescription,Total,525.2,LGFMXOTUSSVQJV-NEYUFSEYSA-N,1.4929447409648472e-10,analgesic,tincture of opiates taken for diarrhoea
opium,2019,Prescription,Total,709.5,LGFMXOTUSSVQJV-NEYUFSEYSA-N,2.0495477303552183e-10,analgesic,tincture of opiates taken for diarrhoea
osaterone acetate,2016,Prescription,Total,118.545,KKTIOMQDFOYCEN-OFUYBIASSA-N,3.4038429142293254e-11,sex hormone,antiandrogen and progestin for enlarged canine prostates
osaterone acetate,2017,Prescription,Total,146.73749999999998,KKTIOMQDFOYCEN-OFUYBIASSA-N,4.271185721317099e-11,sex hormone,antiandrogen and progestin for enlarged canine prostates
osaterone acetate,2018,Prescription,Total,163.1175,KKTIOMQDFOYCEN-OFUYBIASSA-N,4.63681290526149e-11,sex hormone,antiandrogen and progestin for enlarged canine prostates
osaterone acetate,2019,Prescription,Total,183.09375,KKTIOMQDFOYCEN-OFUYBIASSA-N,5.2890680726529356e-11,sex hormone,antiandrogen and progestin for enlarged canine prostates
oseltamivir,2016,Prescription,Total,3850.05,VSZGPKBBMSAYNT-RRFJBIMHSA-N,1.1054844499496913e-9,antiviral,neuraminidase inhibitor for influenza
oseltamivir,2017,Prescription,Total,3546.9,VSZGPKBBMSAYNT-RRFJBIMHSA-N,1.0324197042296358e-9,antiviral,neuraminidase inhibitor for influenza
oseltamivir,2018,Prescription,Total,6644.25,VSZGPKBBMSAYNT-RRFJBIMHSA-N,1.8887087005246924e-9,antiviral,neuraminidase inhibitor for influenza
oseltamivir,2019,Prescription,Total,5278.95,VSZGPKBBMSAYNT-RRFJBIMHSA-N,1.524941506858165e-9,antiviral,neuraminidase inhibitor for influenza
osimertinib,2017,Prescription,Total,9.6,DUYJMQONPNNFPI-UHFFFAOYSA-N,2.794335662297923e-12,antineoplastic,tyrosine kinase inhibitor for non-small cell lung cancer
osimertinib,2018,Prescription,Total,120,DUYJMQONPNNFPI-UHFFFAOYSA-N,3.411145638152735e-11,antineoplastic,tyrosine kinase inhibitor for non-small cell lung cancer
osimertinib,2019,Prescription,Total,208.8,DUYJMQONPNNFPI-UHFFFAOYSA-N,6.031649980241996e-11,antineoplastic,tyrosine kinase inhibitor for non-small cell lung cancer
oxaliplatin,2016,Prescription,Total,1864.3,DRMCATBEKSVAPL-BNTLRKBRSA-N,5.353059466867208e-10,antineoplastic,alkylating agent for colon and rectal cancer
oxaliplatin,2017,Prescription,Total,1898.55,DRMCATBEKSVAPL-BNTLRKBRSA-N,5.526235387141378e-10,antineoplastic,alkylating agent for colon and rectal cancer
oxaliplatin,2018,Prescription,Total,1834.5500000000002,DRMCATBEKSVAPL-BNTLRKBRSA-N,5.21493102539425e-10,antineoplastic,alkylating agent for colon and rectal cancer
oxaliplatin,2019,Prescription,Total,1978.35,DRMCATBEKSVAPL-BNTLRKBRSA-N,5.714901694641644e-10,antineoplastic,alkylating agent for colon and rectal cancer
oxazepam,2016,Prescription,Total,541952.175,ADIMAYPTOBDMTL-UHFFFAOYSA-N,1.5561348607911946e-7,sedative,"benzodiazepine for anxiety disorders, alcohol withdrawal"
oxazepam,2017,Prescription,Total,517128.355,ADIMAYPTOBDMTL-UHFFFAOYSA-N,1.5052397962103755e-7,sedative,"benzodiazepine for anxiety disorders, alcohol withdrawal"
oxazepam,2018,Prescription,Total,502380.275,ADIMAYPTOBDMTL-UHFFFAOYSA-N,1.428076903133518e-7,sedative,"benzodiazepine for anxiety disorders, alcohol withdrawal"
oxazepam,2019,Prescription,Total,456991.805,ADIMAYPTOBDMTL-UHFFFAOYSA-N,1.320121940420979e-7,sedative,"benzodiazepine for anxiety disorders, alcohol withdrawal"
oxcarbazepine,2016,Prescription,Total,952201.5,CTRLABGOLIVAIY-UHFFFAOYSA-N,2.7341046258328356e-7,anticonvulsant,dibenzazepine anticonvulsant for seizure conditions
oxcarbazepine,2017,Prescription,Total,961171.05,CTRLABGOLIVAIY-UHFFFAOYSA-N,2.7977443151909795e-7,anticonvulsant,dibenzazepine anticonvulsant for seizure conditions
oxcarbazepine,2018,Prescription,Total,958318.8,CTRLABGOLIVAIY-UHFFFAOYSA-N,2.7241374954831363e-7,anticonvulsant,dibenzazepine anticonvulsant for seizure conditions
oxcarbazepine,2019,Prescription,Total,1066227,CTRLABGOLIVAIY-UHFFFAOYSA-N,3.0800325974537753e-7,anticonvulsant,dibenzazepine anticonvulsant for seizure conditions
oxfendazole,2016,Prescription,Total,160650,BEZZFPOZAYTVHN-UHFFFAOYSA-N,4.612825207060114e-8,anthelminthic,benzimidazole treatment for parasitic worm infections
oxfendazole,2017,Prescription,Total,149895,BEZZFPOZAYTVHN-UHFFFAOYSA-N,4.3630931677098666e-8,anthelminthic,benzimidazole treatment for parasitic worm infections
oxfendazole,2018,Prescription,Total,157455,BEZZFPOZAYTVHN-UHFFFAOYSA-N,4.475849470461158e-8,anthelminthic,benzimidazole treatment for parasitic worm infections
oxfendazole,2019,Prescription,Total,145575,BEZZFPOZAYTVHN-UHFFFAOYSA-N,4.205255966828202e-8,anthelminthic,benzimidazole treatment for parasitic worm infections
oxybuprocaine,2016,Prescription,Total,449.44,CMHHMUWAYWTMGS-UHFFFAOYSA-N,1.2904999446380936e-10,anaesthetic,ester-type local anaesthetic
oxybuprocaine,2017,Prescription,Total,468.12,CMHHMUWAYWTMGS-UHFFFAOYSA-N,1.362587927328025e-10,anaesthetic,ester-type local anaesthetic
oxybuprocaine,2018,Prescription,Total,482.52,CMHHMUWAYWTMGS-UHFFFAOYSA-N,1.3716216611012149e-10,anaesthetic,ester-type local anaesthetic
oxybuprocaine,2019,Prescription,Total,531.92,CMHHMUWAYWTMGS-UHFFFAOYSA-N,1.536568609909158e-10,anaesthetic,ester-type local anaesthetic
oxybutynin,2016,Prescription,Total,369.9768,XIQVNETUBQGFHX-UHFFFAOYSA-N,1.0623332144833105e-10,urological,urinary antispasmodic for overactive bladders
oxybutynin,2017,Prescription,Total,369.3288,XIQVNETUBQGFHX-UHFFFAOYSA-N,1.0750298301601013e-10,urological,urinary antispasmodic for overactive bladders
oxybutynin,2018,Prescription,Total,343.6828,XIQVNETUBQGFHX-UHFFFAOYSA-N,9.769600701067656e-11,urological,urinary antispasmodic for overactive bladders
oxybutynin,2019,Prescription,Total,341.0924,XIQVNETUBQGFHX-UHFFFAOYSA-N,9.853208657666163e-11,urological,urinary antispasmodic for overactive bladders
oxyclozanide,2018,Prescription,Total,748,JYWIYHUXVMAGLG-UHFFFAOYSA-N,2.126280781115205e-10,anthelminthic,salicylanilide anthelmintic for liver flukes in animals
oxyclozanide,2019,Prescription,Total,1496,JYWIYHUXVMAGLG-UHFFFAOYSA-N,4.321526997338135e-10,anthelminthic,salicylanilide anthelmintic for liver flukes in animals
oxycodone,2016,Prescription,Total,329517.24381,BRUQQQPBMZOVGD-XFKAJCMBSA-N,9.461596317508505e-8,analgesic,opioid for moderate-severe pain
oxycodone,2017,Prescription,Total,358341.92017,BRUQQQPBMZOVGD-XFKAJCMBSA-N,1.0430495904451526e-7,analgesic,opioid for moderate-severe pain
oxycodone,2018,Prescription,Total,363479.17312,BRUQQQPBMZOVGD-XFKAJCMBSA-N,1.033233663289709e-7,analgesic,opioid for moderate-severe pain
oxycodone,2019,Prescription,Total,376641.07752,BRUQQQPBMZOVGD-XFKAJCMBSA-N,1.08801108610241e-7,analgesic,opioid for moderate-severe pain
oxymetazoline,2016,OTC,Total,781.9186,WYWIFABBXFUGLM-UHFFFAOYSA-N,2.2451626691249012e-10,antihistamine,"ophthalmic antihistamine for eye irritation, blepharoptosis"
oxymetazoline,2017,OTC,Total,769.4276,WYWIFABBXFUGLM-UHFFFAOYSA-N,2.2396239398294808e-10,antihistamine,"ophthalmic antihistamine for eye irritation, blepharoptosis"
oxymetazoline,2018,OTC,Total,679.2178,WYWIFABBXFUGLM-UHFFFAOYSA-N,1.9307590298547475e-10,antihistamine,"ophthalmic antihistamine for eye irritation, blepharoptosis"
oxymetazoline,2019,OTC,Total,681.5715,WYWIFABBXFUGLM-UHFFFAOYSA-N,1.9688700787875994e-10,antihistamine,"ophthalmic antihistamine for eye irritation, blepharoptosis"
oxytetracycline,2016,Prescription,Total,109669.75,OWFJMIVZYSDULZ-PXOLEDIWSA-N,3.14900334423891e-8,antibacterial,tetracycline antibiotic
oxytetracycline,2017,Prescription,Total,91133.35,OWFJMIVZYSDULZ-PXOLEDIWSA-N,2.652678853434151e-8,antibacterial,tetracycline antibiotic
oxytetracycline,2018,Prescription,Total,99164,OWFJMIVZYSDULZ-PXOLEDIWSA-N,2.8188570505148153e-8,antibacterial,tetracycline antibiotic
oxytetracycline,2019,Prescription,Total,78970.65,OWFJMIVZYSDULZ-PXOLEDIWSA-N,2.2812419516867697e-8,antibacterial,tetracycline antibiotic
palbociclib,2016,Prescription,Total,92.4,AHJRHEGDXFFMBM-UHFFFAOYSA-N,2.6531282236685623e-11,antineoplastic,selective cyclin-dependent kinase inhibitor for breast cancer
palbociclib,2017,Prescription,Total,6135.15,AHJRHEGDXFFMBM-UHFFFAOYSA-N,1.78579879568199e-9,antineoplastic,selective cyclin-dependent kinase inhibitor for breast cancer
palbociclib,2018,Prescription,Total,7519.575,AHJRHEGDXFFMBM-UHFFFAOYSA-N,2.1375304551676962e-9,antineoplastic,selective cyclin-dependent kinase inhibitor for breast cancer
palbociclib,2019,Prescription,Total,7089.6,AHJRHEGDXFFMBM-UHFFFAOYSA-N,2.04798782087757e-9,antineoplastic,selective cyclin-dependent kinase inhibitor for breast cancer
palifermin,2016,Prescription,Total,0.075,NA,2.1535131685621443e-14,antineoplastic,"treatment for chemotherapy-caused mouth sores, ulcers"
paliperidone,2016,Prescription,Total,1382.118,PMXMIIMHBWHSKN-UHFFFAOYSA-N,3.968545751342365e-10,antipsychotic,atypical antipsychotic for schizophrenia
paliperidone,2017,Prescription,Total,1423.691,PMXMIIMHBWHSKN-UHFFFAOYSA-N,4.144031805617284e-10,antipsychotic,atypical antipsychotic for schizophrenia
paliperidone,2018,Prescription,Total,1506.598,PMXMIIMHBWHSKN-UHFFFAOYSA-N,4.2826876634580284e-10,antipsychotic,atypical antipsychotic for schizophrenia
paliperidone,2019,Prescription,Total,1561.067,PMXMIIMHBWHSKN-UHFFFAOYSA-N,4.5094874232310496e-10,antipsychotic,atypical antipsychotic for schizophrenia
pamidronic acid,2016,Prescription,Total,105.6,WRUUGTRCQOWXEG-UHFFFAOYSA-N,3.032146541335499e-11,other musculoskeletal,"bisphosphonate for osteoporosis, cancer-associated fractures, hypercalcemia"
pamidronic acid,2017,Prescription,Total,41.43000000000001,WRUUGTRCQOWXEG-UHFFFAOYSA-N,1.2059304842604478e-11,other musculoskeletal,"bisphosphonate for osteoporosis, cancer-associated fractures, hypercalcemia"
pamidronic acid,2018,Prescription,Total,26.639999999999997,WRUUGTRCQOWXEG-UHFFFAOYSA-N,7.572743316699072e-12,other musculoskeletal,"bisphosphonate for osteoporosis, cancer-associated fractures, hypercalcemia"
pamidronic acid,2019,Prescription,Total,14.25,WRUUGTRCQOWXEG-UHFFFAOYSA-N,4.116427788239868e-12,other musculoskeletal,"bisphosphonate for osteoporosis, cancer-associated fractures, hypercalcemia"
panobinostat,2016,Prescription,Total,8.55,FPOHNWQLNRZRFC-ZHACJKMWSA-N,2.455005012160845e-12,antineoplastic,non-selective histone deacetylase inhibitor for various cancers
panobinostat,2017,Prescription,Total,9.81,FPOHNWQLNRZRFC-ZHACJKMWSA-N,2.8554617549106904e-12,antineoplastic,non-selective histone deacetylase inhibitor for various cancers
panobinostat,2018,Prescription,Total,4.05,FPOHNWQLNRZRFC-ZHACJKMWSA-N,1.151261652876548e-12,antineoplastic,non-selective histone deacetylase inhibitor for various cancers
panobinostat,2019,Prescription,Total,4.23,FPOHNWQLNRZRFC-ZHACJKMWSA-N,1.2219290908248873e-12,antineoplastic,non-selective histone deacetylase inhibitor for various cancers
pantoprazole,2016,OTC,Total,25919.18,IQPSEEYGBUAQFF-UHFFFAOYSA-N,7.442306059777676e-9,proton pump inhibitor,stomach acid product inhibitor for reflux disorders
pantoprazole,2016,Prescription,Total,1800959.7952,IQPSEEYGBUAQFF-UHFFFAOYSA-N,5.171187513352244e-7,proton pump inhibitor,stomach acid product inhibitor for reflux disorders
pantoprazole,2017,OTC,Total,26950.56,IQPSEEYGBUAQFF-UHFFFAOYSA-N,7.844678221552075e-9,proton pump inhibitor,stomach acid product inhibitor for reflux disorders
pantoprazole,2017,Prescription,Total,1948644.096,IQPSEEYGBUAQFF-UHFFFAOYSA-N,5.672047594353227e-7,proton pump inhibitor,stomach acid product inhibitor for reflux disorders
pantoprazole,2018,OTC,Total,26676.44,IQPSEEYGBUAQFF-UHFFFAOYSA-N,7.583101828953595e-9,proton pump inhibitor,stomach acid product inhibitor for reflux disorders
pantoprazole,2018,Prescription,Total,2128075.5328,IQPSEEYGBUAQFF-UHFFFAOYSA-N,6.049312976141899e-7,proton pump inhibitor,stomach acid product inhibitor for reflux disorders
pantoprazole,2019,OTC,Total,25204.34,IQPSEEYGBUAQFF-UHFFFAOYSA-N,7.280831267385658e-9,proton pump inhibitor,stomach acid product inhibitor for reflux disorders
pantoprazole,2019,Prescription,Total,2337829.9232,IQPSEEYGBUAQFF-UHFFFAOYSA-N,6.753338989501163e-7,proton pump inhibitor,stomach acid product inhibitor for reflux disorders
