API_Name,sYear,ProductSaleGroup,Vet,AmountSold_g,InChIKey_string,PEC_gL,Desc_Short,Desc_Long,B_Statement,P_Statement,PNEC_gL,RQ
hydroxychloroquine,2018,Total,Total,566380.4,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,1.610005025829335e-7,antiprotozoal,"quinoline antimalarial, also used for arthritis, lupus",low,NA,NA,NA
hydroxychloroquine,2019,Total,Total,565996.6,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,1.63500640862406e-7,antiprotozoal,"quinoline antimalarial, also used for arthritis, lupus",low,NA,NA,NA
hydroxyzine,2016,Total,Total,167392.595,ZQDWXGKKHFNSQK-UHFFFAOYSA-N,4.806428768697197e-8,antihistamine,"antihistamine and sedative for allergic reactions, anxiety, post-anaesthesia",NA,NA,NA,NA
hydroxyzine,2017,Total,Total,150496.77,ZQDWXGKKHFNSQK-UHFFFAOYSA-N,4.380609286163002e-8,antihistamine,"antihistamine and sedative for allergic reactions, anxiety, post-anaesthesia",NA,NA,NA,NA
hydroxyzine,2018,Total,Total,147143.27,ZQDWXGKKHFNSQK-UHFFFAOYSA-N,4.1827260303669184e-8,antihistamine,"antihistamine and sedative for allergic reactions, anxiety, post-anaesthesia",NA,NA,NA,NA
hydroxyzine,2019,Total,Total,143352.105,ZQDWXGKKHFNSQK-UHFFFAOYSA-N,4.1410427264889787e-8,antihistamine,"antihistamine and sedative for allergic reactions, anxiety, post-anaesthesia",NA,NA,NA,NA
hyoscyamine,2016,Total,Total,150.3642,RKUNBYITZUJHSG-VFSICIBPSA-N,4.3174837970708273e-11,alimentary,"antispasmodic treatment for digestive tract, bladder, kidneys, Parkinson's",low,NA,NA,NA
hyoscyamine,2017,Total,Total,161.3546,RKUNBYITZUJHSG-VFSICIBPSA-N,4.6966553443314215e-11,alimentary,"antispasmodic treatment for digestive tract, bladder, kidneys, Parkinson's",low,NA,NA,NA
hyoscyamine,2018,Total,Total,166.2378,RKUNBYITZUJHSG-VFSICIBPSA-N,4.7255112197175556e-11,alimentary,"antispasmodic treatment for digestive tract, bladder, kidneys, Parkinson's",low,NA,NA,NA
hyoscyamine,2019,Total,Total,182.076,RKUNBYITZUJHSG-VFSICIBPSA-N,5.259668112081138e-11,alimentary,"antispasmodic treatment for digestive tract, bladder, kidneys, Parkinson's",low,NA,NA,NA
ibandronic acid,2016,Total,Total,369.9,MPBVHIBUJCELCL-UHFFFAOYSA-N,1.0621126947348496e-10,other musculoskeletal,"bisphosphonate for osteoporosis, cancer-associated fractures, hypercalcemia",NA,NA,NA,NA
ibandronic acid,2017,Total,Total,351.9,MPBVHIBUJCELCL-UHFFFAOYSA-N,1.0242986662110824e-10,other musculoskeletal,"bisphosphonate for osteoporosis, cancer-associated fractures, hypercalcemia",NA,NA,NA,NA
ibandronic acid,2018,Total,Total,306.45,MPBVHIBUJCELCL-UHFFFAOYSA-N,8.711213173432547e-11,other musculoskeletal,"bisphosphonate for osteoporosis, cancer-associated fractures, hypercalcemia",NA,NA,NA,NA
ibandronic acid,2019,Total,Total,258.75,MPBVHIBUJCELCL-UHFFFAOYSA-N,7.474566247067129e-11,other musculoskeletal,"bisphosphonate for osteoporosis, cancer-associated fractures, hypercalcemia",NA,NA,NA,NA
ibrutinib,2016,Total,Total,10386.6,XYFPWWZEPKGCCK-GOSISDBHSA-N,2.982357316878343e-9,antineoplastic,"Bruton's tyrosine kinase inhibitor for lymphomas, leukaemia, macroglobulinemia",low,moderate,1.55e-6,0.0019241014947602212
ibrutinib,2017,Total,Total,14044.8,XYFPWWZEPKGCCK-GOSISDBHSA-N,4.0881130739418615e-9,antineoplastic,"Bruton's tyrosine kinase inhibitor for lymphomas, leukaemia, macroglobulinemia",low,moderate,1.55e-6,0.002637492305768943
ibrutinib,2018,Total,Total,19324.199999999997,XYFPWWZEPKGCCK-GOSISDBHSA-N,5.493138378399256e-9,antineoplastic,"Bruton's tyrosine kinase inhibitor for lymphomas, leukaemia, macroglobulinemia",low,moderate,1.55e-6,0.0035439602441285525
ibrutinib,2019,Total,Total,22408.4,XYFPWWZEPKGCCK-GOSISDBHSA-N,6.473162136841701e-9,antineoplastic,"Bruton's tyrosine kinase inhibitor for lymphomas, leukaemia, macroglobulinemia",low,moderate,1.55e-6,0.0041762336366720654
ibuprofen,2016,Total,Total,39219140.08,HEFNNWSXXWATRW-UHFFFAOYSA-N,1.1261191282928453e-5,analgesic,NSAID for many minor pains,low,low,1e-6,11.261191282928452
ibuprofen,2017,Total,Total,39957409.49,HEFNNWSXXWATRW-UHFFFAOYSA-N,1.1630668157390468e-5,analgesic,NSAID for many minor pains,low,low,1e-6,11.630668157390469
ibuprofen,2018,Total,Total,38012809.45,HEFNNWSXXWATRW-UHFFFAOYSA-N,1.0805602429108217e-5,analgesic,NSAID for many minor pains,low,low,1e-6,10.805602429108218
ibuprofen,2019,Total,Total,38613959.05,HEFNNWSXXWATRW-UHFFFAOYSA-N,1.1154496424377285e-5,analgesic,NSAID for many minor pains,low,low,1e-6,11.154496424377285
ibutilide,2016,Total,Total,0.33408,ALOBUEHUHMBRLE-UHFFFAOYSA-N,9.592609058043216e-14,cardiac,group III antiarrhythmic for irregular heartbeat,NA,NA,NA,NA
ibutilide,2017,Total,Total,0.2262,ALOBUEHUHMBRLE-UHFFFAOYSA-N,6.584153404289482e-14,cardiac,group III antiarrhythmic for irregular heartbeat,NA,NA,NA,NA
ibutilide,2018,Total,Total,0.20532,ALOBUEHUHMBRLE-UHFFFAOYSA-N,5.83647018687933e-14,cardiac,group III antiarrhythmic for irregular heartbeat,NA,NA,NA,NA
ibutilide,2019,Total,Total,0.15399,ALOBUEHUHMBRLE-UHFFFAOYSA-N,4.4483418604284714e-14,cardiac,group III antiarrhythmic for irregular heartbeat,NA,NA,NA,NA
icatibant,2016,Total,Total,43.26,QURWXBZNHXJZBE-SKXRKSCCSA-N,1.2421463956266448e-11,blood,bradykinin inhibitor for hereditary angioedema,NA,NA,NA,NA
icatibant,2017,Total,Total,47.28,QURWXBZNHXJZBE-SKXRKSCCSA-N,1.3762103136817271e-11,blood,bradykinin inhibitor for hereditary angioedema,NA,NA,NA,NA
icatibant,2018,Total,Total,46.11,QURWXBZNHXJZBE-SKXRKSCCSA-N,1.3107327114601884e-11,blood,bradykinin inhibitor for hereditary angioedema,NA,NA,NA,NA
icatibant,2019,Total,Total,48.03,QURWXBZNHXJZBE-SKXRKSCCSA-N,1.3874528187309534e-11,blood,bradykinin inhibitor for hereditary angioedema,NA,NA,NA,NA
idarubicin,2016,Total,Total,5.855,XDXDZDZNSLXDNA-TZNDIEGXSA-N,1.681175946924181e-12,antineoplastic,antibiotic antineoplastic for leukaemia,NA,NA,NA,NA
idarubicin,2017,Total,Total,5.95,XDXDZDZNSLXDNA-TZNDIEGXSA-N,1.7319059573617337e-12,antineoplastic,antibiotic antineoplastic for leukaemia,NA,NA,NA,NA
idarubicin,2018,Total,Total,5.125,XDXDZDZNSLXDNA-TZNDIEGXSA-N,1.4568434496277306e-12,antineoplastic,antibiotic antineoplastic for leukaemia,NA,NA,NA,NA
idarubicin,2019,Total,Total,4.675,XDXDZDZNSLXDNA-TZNDIEGXSA-N,1.3504771866681672e-12,antineoplastic,antibiotic antineoplastic for leukaemia,NA,NA,NA,NA
idebenone,2017,Total,Total,2430,JGPMMRGNQUBGND-UHFFFAOYSA-N,7.073162145191619e-10,other nervous system,quinone used for optic neuropathy,NA,NA,NA,NA
idebenone,2018,Total,Total,1890,JGPMMRGNQUBGND-UHFFFAOYSA-N,5.372554380090558e-10,other nervous system,quinone used for optic neuropathy,NA,NA,NA,NA
idebenone,2019,Total,Total,2376,JGPMMRGNQUBGND-UHFFFAOYSA-N,6.863601701654684e-10,other nervous system,quinone used for optic neuropathy,NA,NA,NA,NA
idelalisib,2016,Total,Total,1251,IFSDAJWBUCMOAH-HNNXBMFYSA-N,3.5920599651616565e-10,antineoplastic,phosphoinositide 3-kinase inhibitor for blood cancers,NA,NA,NA,NA
idelalisib,2017,Total,Total,978,IFSDAJWBUCMOAH-HNNXBMFYSA-N,2.8467294559660096e-10,antineoplastic,phosphoinositide 3-kinase inhibitor for blood cancers,NA,NA,NA,NA
idelalisib,2018,Total,Total,1401,IFSDAJWBUCMOAH-HNNXBMFYSA-N,3.9825125325433184e-10,antineoplastic,phosphoinositide 3-kinase inhibitor for blood cancers,NA,NA,NA,NA
idelalisib,2019,Total,Total,1368,IFSDAJWBUCMOAH-HNNXBMFYSA-N,3.9517706767102734e-10,antineoplastic,phosphoinositide 3-kinase inhibitor for blood cancers,NA,NA,NA,NA
ifosfamide,2016,Total,Total,11382,HOMGKSMUEGBAAB-UHFFFAOYSA-N,3.26817158460991e-9,antineoplastic,alkylating treatment for testicular cancer,NA,NA,NA,NA
ifosfamide,2017,Total,Total,10942.5,HOMGKSMUEGBAAB-UHFFFAOYSA-N,3.1851060400723987e-9,antineoplastic,alkylating treatment for testicular cancer,NA,NA,NA,NA
ifosfamide,2018,Total,Total,10785.5,HOMGKSMUEGBAAB-UHFFFAOYSA-N,3.065909273358027e-9,antineoplastic,alkylating treatment for testicular cancer,NA,NA,NA,NA
ifosfamide,2019,Total,Total,11104.5,HOMGKSMUEGBAAB-UHFFFAOYSA-N,3.207780517509446e-9,antineoplastic,alkylating treatment for testicular cancer,NA,NA,NA,NA
iloprost,2016,Total,Total,0.22312,HIFJCPQKFCZDDL-ACWOEMLNSA-N,6.406558108927811e-14,antithrombotic,synthetic prostacyclin for pulmonary arterial hypertension,low,NA,NA,NA
iloprost,2017,Total,Total,0.10449,HIFJCPQKFCZDDL-ACWOEMLNSA-N,3.0414597224323963e-14,antithrombotic,synthetic prostacyclin for pulmonary arterial hypertension,low,NA,NA,NA
iloprost,2018,Total,Total,0.10188,HIFJCPQKFCZDDL-ACWOEMLNSA-N,2.8960626467916725e-14,antithrombotic,synthetic prostacyclin for pulmonary arterial hypertension,low,NA,NA,NA
iloprost,2019,Total,Total,0.10397,HIFJCPQKFCZDDL-ACWOEMLNSA-N,3.0034034887249056e-14,antithrombotic,synthetic prostacyclin for pulmonary arterial hypertension,low,NA,NA,NA
imatinib,2016,Total,Total,62640,KTUFNOKKBVMGRW-UHFFFAOYSA-N,1.7986141983831033e-8,antineoplastic,tyrosine kinase inhibitor for various cancers,low,moderate,9.6e-5,1.873556456649066e-4
imatinib,2017,Total,Total,62232,KTUFNOKKBVMGRW-UHFFFAOYSA-N,1.8114280930846287e-8,antineoplastic,tyrosine kinase inhibitor for various cancers,low,moderate,9.6e-5,1.8869042636298215e-4
imatinib,2018,Total,Total,63588,KTUFNOKKBVMGRW-UHFFFAOYSA-N,1.8075660736571344e-8,antineoplastic,tyrosine kinase inhibitor for various cancers,low,moderate,9.6e-5,1.8828813267261817e-4
imatinib,2019,Total,Total,68550,KTUFNOKKBVMGRW-UHFFFAOYSA-N,1.9802184202374945e-8,antineoplastic,tyrosine kinase inhibitor for various cancers,low,moderate,9.6e-5,2.0627275210807235e-4
imepitoin,2016,Total,Total,57400,IQHYCZKIFIHTAI-UHFFFAOYSA-N,1.6481554116728947e-8,anticonvulsant,canine imidazolone treatment for epilepsy,NA,NA,NA,NA
imepitoin,2017,Total,Total,60530,IQHYCZKIFIHTAI-UHFFFAOYSA-N,1.7618868504051385e-8,anticonvulsant,canine imidazolone treatment for epilepsy,NA,NA,NA,NA
imepitoin,2018,Total,Total,57240,IQHYCZKIFIHTAI-UHFFFAOYSA-N,1.6271164693988546e-8,anticonvulsant,canine imidazolone treatment for epilepsy,NA,NA,NA,NA
imepitoin,2019,Total,Total,63500,IQHYCZKIFIHTAI-UHFFFAOYSA-N,1.8343379968647833e-8,anticonvulsant,canine imidazolone treatment for epilepsy,NA,NA,NA,NA
imidacloprid,2016,Total,Total,1438919.32,YWTYJOPNNQFBPC-UHFFFAOYSA-N,4.1316422721579817e-7,antiparasitic,topical veterinary neonicotinoid for fleas and various other parasites,NA,NA,NA,NA
imidacloprid,2017,Total,Total,1373892.38,YWTYJOPNNQFBPC-UHFFFAOYSA-N,3.9990796599930937e-7,antiparasitic,topical veterinary neonicotinoid for fleas and various other parasites,NA,NA,NA,NA
imidacloprid,2018,Total,Total,1254248.23,YWTYJOPNNQFBPC-UHFFFAOYSA-N,3.565352815771074e-7,antiparasitic,topical veterinary neonicotinoid for fleas and various other parasites,NA,NA,NA,NA
imidacloprid,2019,Total,Total,1391246.68,YWTYJOPNNQFBPC-UHFFFAOYSA-N,4.018923855332252e-7,antiparasitic,topical veterinary neonicotinoid for fleas and various other parasites,NA,NA,NA,NA
imipenem,2016,Total,Total,8080,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,2.320051520264283e-9,antibacterial,carbapenem beta-lactam antibiotic,NA,NA,NA,NA
imipenem,2017,Total,Total,8565,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,2.493071348706428e-9,antibacterial,carbapenem beta-lactam antibiotic,NA,NA,NA,NA
imipenem,2018,Total,Total,7635,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,2.1703414122746773e-9,antibacterial,carbapenem beta-lactam antibiotic,NA,NA,NA,NA
imipenem,2019,Total,Total,7800,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,2.253202578826033e-9,antibacterial,carbapenem beta-lactam antibiotic,NA,NA,NA,NA
imiquimod,2016,Total,Total,2332.6499999999996,DOUYETYNHWVLEO-UHFFFAOYSA-N,6.697856656861981e-10,antiviral,"dermatological immune response modifier for genital warts, carcinoma and actinic keratosis",low,NA,NA,NA
imiquimod,2017,Total,Total,2716.05,DOUYETYNHWVLEO-UHFFFAOYSA-N,7.905786849566952e-10,antiviral,"dermatological immune response modifier for genital warts, carcinoma and actinic keratosis",low,NA,NA,NA
imiquimod,2018,Total,Total,2518.2375,DOUYETYNHWVLEO-UHFFFAOYSA-N,7.158395719964706e-10,antiviral,"dermatological immune response modifier for genital warts, carcinoma and actinic keratosis",low,NA,NA,NA
imiquimod,2019,Total,Total,2211.3,DOUYETYNHWVLEO-UHFFFAOYSA-N,6.387829310971804e-10,antiviral,"dermatological immune response modifier for genital warts, carcinoma and actinic keratosis",low,NA,NA,NA
indacaterol,2016,Total,Total,462.6642000000001,QZZUEBNBZAPZLX-QFIPXVFZSA-N,1.3284712630963598e-10,respiratory,inhaled adrenergic bronchodilator for chronic obstructive pulmonary disease,low,high,1e-4,1.3284712630963596e-6
indacaterol,2017,Total,Total,419.40825,QZZUEBNBZAPZLX-QFIPXVFZSA-N,1.2207994062885028e-10,respiratory,inhaled adrenergic bronchodilator for chronic obstructive pulmonary disease,low,high,1e-4,1.2207994062885028e-6
indacaterol,2018,Total,Total,377.676,QZZUEBNBZAPZLX-QFIPXVFZSA-N,1.0735898666958103e-10,respiratory,inhaled adrenergic bronchodilator for chronic obstructive pulmonary disease,low,high,1e-4,1.0735898666958103e-6
indacaterol,2019,Total,Total,330.53625,QZZUEBNBZAPZLX-QFIPXVFZSA-N,9.548270908916491e-11,respiratory,inhaled adrenergic bronchodilator for chronic obstructive pulmonary disease,low,high,1e-4,9.54827090891649e-7
ingenol mebutate,2016,Total,Total,1.582302,VDJHFHXMUKFKET-WDUFCVPESA-N,4.543344258189625e-13,dermatological,milkweed sap extract cell death inducer for topical treatment of actinic keratosis,NA,NA,NA,NA
ingenol mebutate,2017,Total,Total,1.6694165,VDJHFHXMUKFKET-WDUFCVPESA-N,4.859281313727689e-13,dermatological,milkweed sap extract cell death inducer for topical treatment of actinic keratosis,NA,NA,NA,NA
ingenol mebutate,2018,Total,Total,1.4774685,VDJHFHXMUKFKET-WDUFCVPESA-N,4.199883524402553e-13,dermatological,milkweed sap extract cell death inducer for topical treatment of actinic keratosis,NA,NA,NA,NA
ingenol mebutate,2019,Total,Total,1.5530915,VDJHFHXMUKFKET-WDUFCVPESA-N,4.4864484268625544e-13,dermatological,milkweed sap extract cell death inducer for topical treatment of actinic keratosis,NA,NA,NA,NA
iodixanol,2016,Total,Total,1870054,NBQNWMBBSKPBAY-UHFFFAOYSA-N,5.369581219896417e-7,diagnostic agent,iodine-containing radiopaque contrast agent,low,high,0.001,5.369581219896416e-4
iodixanol,2017,Total,Total,1640141,NBQNWMBBSKPBAY-UHFFFAOYSA-N,4.77406717447602e-7,diagnostic agent,iodine-containing radiopaque contrast agent,low,high,0.001,4.774067174476019e-4
iodixanol,2018,Total,Total,1766954,NBQNWMBBSKPBAY-UHFFFAOYSA-N,5.022781191597107e-7,diagnostic agent,iodine-containing radiopaque contrast agent,low,high,0.001,5.022781191597106e-4
iodixanol,2019,Total,Total,1825304,NBQNWMBBSKPBAY-UHFFFAOYSA-N,5.272794461463427e-7,diagnostic agent,iodine-containing radiopaque contrast agent,low,high,0.001,5.272794461463427e-4
iohexol,2016,Total,Total,11716927,NTHXOOBQLCIOLC-UHFFFAOYSA-N,3.3643408786108454e-6,diagnostic agent,iodine-containing radiopaque contrast agent,NA,NA,NA,NA
iohexol,2017,Total,Total,12923588,NTHXOOBQLCIOLC-UHFFFAOYSA-N,3.761754461796406e-6,diagnostic agent,iodine-containing radiopaque contrast agent,NA,NA,NA,NA
iohexol,2018,Total,Total,15893883,NTHXOOBQLCIOLC-UHFFFAOYSA-N,4.518029139063326e-6,diagnostic agent,iodine-containing radiopaque contrast agent,NA,NA,NA,NA
iohexol,2019,Total,Total,17866262,NTHXOOBQLCIOLC-UHFFFAOYSA-N,5.161065078510456e-6,diagnostic agent,iodine-containing radiopaque contrast agent,NA,NA,NA,NA
iomeprol,2016,Total,Total,3157700,NJKDOADNQSYQEV-UHFFFAOYSA-N,9.066864709824912e-7,diagnostic agent,iodine-containing radiopaque contrast agent,low,high,0.001,9.066864709824912e-4
iomeprol,2017,Total,Total,3951115,NJKDOADNQSYQEV-UHFFFAOYSA-N,1.1500772448271104e-6,diagnostic agent,iodine-containing radiopaque contrast agent,low,high,0.001,0.0011500772448271104
iomeprol,2018,Total,Total,1280985,NJKDOADNQSYQEV-UHFFFAOYSA-N,3.641355329407568e-7,diagnostic agent,iodine-containing radiopaque contrast agent,low,high,0.001,3.6413553294075676e-4
iomeprol,2019,Total,Total,715315,NJKDOADNQSYQEV-UHFFFAOYSA-N,2.066345644452492e-7,diagnostic agent,iodine-containing radiopaque contrast agent,low,high,0.001,2.066345644452492e-4
ipratropium bromide,2016,Total,Total,3013.797,LHLMOSXCXGLMMN-CLTUNHJMSA-M,8.653668702497446e-10,respiratory,"anticholinergic for chronic obstructive pulmonary disorder, asthma",low,high,NA,NA
ipratropium bromide,2017,Total,Total,3072.089,LHLMOSXCXGLMMN-CLTUNHJMSA-M,8.94213317755538e-10,respiratory,"anticholinergic for chronic obstructive pulmonary disorder, asthma",low,high,NA,NA
ipratropium bromide,2018,Total,Total,2951.438,LHLMOSXCXGLMMN-CLTUNHJMSA-M,8.389820716648526e-10,respiratory,"anticholinergic for chronic obstructive pulmonary disorder, asthma",low,high,NA,NA
ipratropium bromide,2019,Total,Total,2945.5260000000003,LHLMOSXCXGLMMN-CLTUNHJMSA-M,8.508803563075807e-10,respiratory,"anticholinergic for chronic obstructive pulmonary disorder, asthma",low,high,NA,NA
irbesartan,2016,Total,Total,3025751.303,YOSHYTLCDANDAN-UHFFFAOYSA-N,8.687993701072755e-7,antihypertensive,"angiotensin II receptor blocker for high blood pressure, diabetes kidney problems",low,moderate,7.04e-4,0.0012340900143569256
irbesartan,2017,Total,Total,2907397.66675,YOSHYTLCDANDAN-UHFFFAOYSA-N,8.462755192376352e-7,antihypertensive,"angiotensin II receptor blocker for high blood pressure, diabetes kidney problems",low,moderate,7.04e-4,0.0012020959080080045
irbesartan,2018,Total,Total,2783303.261,YOSHYTLCDANDAN-UHFFFAOYSA-N,7.911877315347028e-7,antihypertensive,"angiotensin II receptor blocker for high blood pressure, diabetes kidney problems",low,moderate,7.04e-4,0.0011238462095663393
irbesartan,2019,Total,Total,2669838.14,YOSHYTLCDANDAN-UHFFFAOYSA-N,7.712418182174487e-7,antihypertensive,"angiotensin II receptor blocker for high blood pressure, diabetes kidney problems",low,moderate,7.04e-4,0.0010955139463316034
irinotecan,2016,Total,Total,3416.08,UWKQSNNFCGGAFS-XIFFEERXSA-N,9.808764353149027e-10,antineoplastic,cytotoxic alkaloid for colon and small-cell lung cancer,NA,NA,NA,NA
irinotecan,2017,Total,Total,3671.28,UWKQSNNFCGGAFS-XIFFEERXSA-N,1.068623815654283e-9,antineoplastic,cytotoxic alkaloid for colon and small-cell lung cancer,NA,NA,NA,NA
irinotecan,2018,Total,Total,3442.8199999999997,UWKQSNNFCGGAFS-XIFFEERXSA-N,9.786633688287496e-10,antineoplastic,cytotoxic alkaloid for colon and small-cell lung cancer,NA,NA,NA,NA
irinotecan,2019,Total,Total,3573.76,UWKQSNNFCGGAFS-XIFFEERXSA-N,1.03235964719299e-9,antineoplastic,cytotoxic alkaloid for colon and small-cell lung cancer,NA,NA,NA,NA
isavuconazole,2017,Total,Total,89.2,DDFOUSQFMYRUQK-RCDICMHDSA-N,2.596403552885154e-11,antifungal,systemic triazole antifungal for invasive aspergillosis and mucomycosis,NA,NA,NA,NA
isavuconazole,2018,Total,Total,355.6,DDFOUSQFMYRUQK-RCDICMHDSA-N,1.0108361574392606e-10,antifungal,systemic triazole antifungal for invasive aspergillosis and mucomycosis,NA,NA,NA,NA
isavuconazole,2019,Total,Total,774.4,DDFOUSQFMYRUQK-RCDICMHDSA-N,2.2370257397985638e-10,antifungal,systemic triazole antifungal for invasive aspergillosis and mucomycosis,NA,NA,NA,NA
isoniazid,2016,Total,Total,6652,QRXWMOHMRWLFEY-UHFFFAOYSA-N,1.910022612970051e-9,antibacterial,hydrazide antibiotic for tuberculosis,low,NA,NA,NA
isoniazid,2017,Total,Total,5565,QRXWMOHMRWLFEY-UHFFFAOYSA-N,1.6198414542383272e-9,antibacterial,hydrazide antibiotic for tuberculosis,low,NA,NA,NA
isoniazid,2018,Total,Total,5374.5,QRXWMOHMRWLFEY-UHFFFAOYSA-N,1.527766852687656e-9,antibacterial,hydrazide antibiotic for tuberculosis,low,NA,NA,NA
isoniazid,2019,Total,Total,5328,QRXWMOHMRWLFEY-UHFFFAOYSA-N,1.5391106846134748e-9,antibacterial,hydrazide antibiotic for tuberculosis,low,NA,NA,NA
isoprenaline,2016,Total,Total,6.9,JWZZKOKVBUJMES-UHFFFAOYSA-N,1.981232115077173e-12,cardiac,"adrenoreceptor agonist for slow heart rate, heart block",NA,NA,NA,NA
isoprenaline,2017,Total,Total,8.89,JWZZKOKVBUJMES-UHFFFAOYSA-N,2.587671253940473e-12,cardiac,"adrenoreceptor agonist for slow heart rate, heart block",NA,NA,NA,NA
isoprenaline,2018,Total,Total,8.21,JWZZKOKVBUJMES-UHFFFAOYSA-N,2.3337921407694967e-12,cardiac,"adrenoreceptor agonist for slow heart rate, heart block",NA,NA,NA,NA
isoprenaline,2019,Total,Total,6.6,JWZZKOKVBUJMES-UHFFFAOYSA-N,1.9065560282374125e-12,cardiac,"adrenoreceptor agonist for slow heart rate, heart block",NA,NA,NA,NA
isosorbide dinitrate,2016,Total,Total,8179.22,MOYKHGMNXAOIAT-JGWLITMVSA-N,2.348541063808915e-9,cardiac,nitrate for angina,NA,NA,NA,NA
isosorbide mononitrate,2016,Total,Total,384007.5385,YWXYYJSYQOXTPL-SLPGGIOYSA-N,1.1026203879825129e-7,cardiac,"nitrate for angina, oesophageal spasms",low,NA,NA,NA
isosorbide mononitrate,2017,Total,Total,375319.61719999986,YWXYYJSYQOXTPL-SLPGGIOYSA-N,1.0924676990645467e-7,cardiac,"nitrate for angina, oesophageal spasms",low,NA,NA,NA
isosorbide mononitrate,2018,Total,Total,355909.5727,YWXYYJSYQOXTPL-SLPGGIOYSA-N,1.0117161554103408e-7,cardiac,"nitrate for angina, oesophageal spasms",low,NA,NA,NA
isosorbide mononitrate,2019,Total,Total,330703.8683,YWXYYJSYQOXTPL-SLPGGIOYSA-N,9.553112934375701e-8,cardiac,"nitrate for angina, oesophageal spasms",low,NA,NA,NA
isotretinoin,2016,Total,Total,66031.8,SHGAZHPCJJPHSC-XFYACQKRSA-N,1.8960046779181575e-8,anti-acne,"antineoplastic retinoid, used for acne, skin cancers",NA,NA,NA,NA
isotretinoin,2017,Total,Total,71597.4,SHGAZHPCJJPHSC-XFYACQKRSA-N,2.0840330015396805e-8,anti-acne,"antineoplastic retinoid, used for acne, skin cancers",NA,NA,NA,NA
isotretinoin,2018,Total,Total,80914.2,SHGAZHPCJJPHSC-XFYACQKRSA-N,2.300084336621817e-8,anti-acne,"antineoplastic retinoid, used for acne, skin cancers",NA,NA,NA,NA
isotretinoin,2019,Total,Total,88999.2,SHGAZHPCJJPHSC-XFYACQKRSA-N,2.5709388070955626e-8,anti-acne,"antineoplastic retinoid, used for acne, skin cancers",NA,NA,NA,NA
isradipine,2016,Total,Total,665.265,HMJIYCCIJYRONP-UHFFFAOYSA-N,1.9102092507779935e-10,antihypertensive,calcium channel blocker for hypertension,NA,NA,NA,NA
isradipine,2017,Total,Total,629.785,HMJIYCCIJYRONP-UHFFFAOYSA-N,1.83315696362531e-10,antihypertensive,calcium channel blocker for hypertension,NA,NA,NA,NA
isradipine,2018,Total,Total,212.305,HMJIYCCIJYRONP-UHFFFAOYSA-N,6.03502728923347e-11,antihypertensive,calcium channel blocker for hypertension,NA,NA,NA,NA
itraconazole,2016,Total,Total,1122.58,VHVPQPYKVGDNFY-ZPGVKDDISA-N,3.223321083685989e-10,antifungal,azole antifungal,high,high,0.001,3.2233210836859885e-7
itraconazole,2017,Total,Total,935.1,VHVPQPYKVGDNFY-ZPGVKDDISA-N,2.721857581057071e-10,antifungal,azole antifungal,high,high,0.001,2.721857581057071e-7
itraconazole,2018,Total,Total,936.36,VHVPQPYKVGDNFY-ZPGVKDDISA-N,2.661716941450579e-10,antifungal,azole antifungal,high,high,0.001,2.661716941450579e-7
itraconazole,2019,Total,Total,962.96,VHVPQPYKVGDNFY-ZPGVKDDISA-N,2.7817230196234827e-10,antifungal,azole antifungal,high,high,0.001,2.7817230196234827e-7
ivabradine,2016,Total,Total,252.77,ACRHBAYQBXXRTO-OAQYLSRUSA-N,7.257913648232709e-11,cardiac,"slows heart's electrical activity, used for management of chronic heart failure",NA,NA,NA,NA
ivabradine,2017,Total,Total,358.8172,ACRHBAYQBXXRTO-OAQYLSRUSA-N,1.0444330189644651e-10,cardiac,"slows heart's electrical activity, used for management of chronic heart failure",NA,NA,NA,NA
ivabradine,2018,Total,Total,415.38,ACRHBAYQBXXRTO-OAQYLSRUSA-N,1.1807680626465693e-10,cardiac,"slows heart's electrical activity, used for management of chronic heart failure",NA,NA,NA,NA
ivabradine,2019,Total,Total,567,ACRHBAYQBXXRTO-OAQYLSRUSA-N,1.6379049515312314e-10,cardiac,"slows heart's electrical activity, used for management of chronic heart failure",NA,NA,NA,NA
ivacaftor,2016,Total,Total,1848,PURKAOJPTOLRMP-UHFFFAOYSA-N,5.306256447337124e-10,respiratory,CTFR potentiator for cystic fibrosis,NA,NA,NA,NA
ivacaftor,2017,Total,Total,4300.8,PURKAOJPTOLRMP-UHFFFAOYSA-N,1.2518623767094694e-9,respiratory,CTFR potentiator for cystic fibrosis,NA,NA,NA,NA
ivacaftor,2018,Total,Total,5390,PURKAOJPTOLRMP-UHFFFAOYSA-N,1.5321729158036032e-9,respiratory,CTFR potentiator for cystic fibrosis,NA,NA,NA,NA
ivacaftor,2019,Total,Total,6815.2,PURKAOJPTOLRMP-UHFFFAOYSA-N,1.9687213096429715e-9,respiratory,CTFR potentiator for cystic fibrosis,NA,NA,NA,NA
