"scenario_number","county","Year_and_Population_Growth","WWT_Scenario","Risk_Type","API_Name","Risk_Bin","Probability"
27,"Viken (Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ciprofloxacin","-inf-0",0
27,"Viken (Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ciprofloxacin","0-1",0.844
27,"Viken (Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ciprofloxacin","1-3",0.156
27,"Viken (Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ciprofloxacin","3-10",0
27,"Viken (Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ciprofloxacin","10-30",0
27,"Viken (Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ciprofloxacin","30-100",0
27,"Viken (Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ciprofloxacin","100-300",0
27,"Viken (Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ciprofloxacin","300-1000",0
27,"Viken (Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ciprofloxacin","1000-3000",0
27,"Viken (Urban)","2020 & None","Advanced Upgrade","API_RQ_FW","ciprofloxacin","3000-inf",0
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","estradiol","-inf-0",0
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","estradiol","0-1",0.92987
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","estradiol","1-3",0.04019
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","estradiol","3-10",0.02658
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","estradiol","10-30",0.00308
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","estradiol","30-100",2.8e-4
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","estradiol","100-300",0
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","estradiol","300-1000",0
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","estradiol","1000-3000",0
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","estradiol","3000-inf",0
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ethinylestradiol","-inf-0",0
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ethinylestradiol","0-1",0.02679
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ethinylestradiol","1-3",0.02679
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ethinylestradiol","3-10",0.16075
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ethinylestradiol","10-30",0.42866
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ethinylestradiol","30-100",0.16058
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ethinylestradiol","100-300",0.11876
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ethinylestradiol","300-1000",0.06404
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ethinylestradiol","1000-3000",0.01306
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ethinylestradiol","3000-inf",5.7e-4
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","diclofenac","-inf-0",0
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","diclofenac","0-1",0.52777
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","diclofenac","1-3",0.2153
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","diclofenac","3-10",0.10217
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","diclofenac","10-30",0.12992
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","diclofenac","30-100",0.02484
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","diclofenac","100-300",0
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","diclofenac","300-1000",0
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","diclofenac","1000-3000",0
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","diclofenac","3000-inf",0
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ibuprofen","-inf-0",0
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ibuprofen","0-1",0.07575
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ibuprofen","1-3",0.20199
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ibuprofen","3-10",0.38098
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ibuprofen","10-30",0.13273
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ibuprofen","30-100",0.13367
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ibuprofen","100-300",0.05956
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ibuprofen","300-1000",0.01511
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ibuprofen","1000-3000",2.1e-4
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ibuprofen","3000-inf",0
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","paracetamol","-inf-0",0
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","paracetamol","0-1",0.64943
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","paracetamol","1-3",0.13104
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","paracetamol","3-10",0.14071
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","paracetamol","10-30",0.06456
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","paracetamol","30-100",0.01427
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","paracetamol","100-300",0
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","paracetamol","300-1000",0
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","paracetamol","1000-3000",0
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","paracetamol","3000-inf",0
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ciprofloxacin","-inf-0",0
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ciprofloxacin","0-1",0.78813
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ciprofloxacin","1-3",0.13325
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ciprofloxacin","3-10",0.0708
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ciprofloxacin","10-30",0.00782
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ciprofloxacin","30-100",0
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ciprofloxacin","100-300",0
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ciprofloxacin","300-1000",0
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ciprofloxacin","1000-3000",0
28,"Viken (Urban)","2050 & Low","Baseline","API_RQ_FW","ciprofloxacin","3000-inf",0
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","estradiol","-inf-0",0
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","estradiol","0-1",0.93287
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","estradiol","1-3",0.04043
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","estradiol","3-10",0.02481
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","estradiol","10-30",0.0017
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","estradiol","30-100",1.9e-4
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","estradiol","100-300",0
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","estradiol","300-1000",0
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","estradiol","1000-3000",0
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","estradiol","3000-inf",0
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","-inf-0",0
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","0-1",0.02758
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","1-3",0.02758
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","3-10",0.16548
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","10-30",0.44129
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","30-100",0.14846
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","100-300",0.12195
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","300-1000",0.05858
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","1000-3000",0.00871
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","3000-inf",3.8e-4
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","-inf-0",0
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","0-1",0.54429
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","1-3",0.20218
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","3-10",0.1059
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","10-30",0.12611
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","30-100",0.02152
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","100-300",0
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","300-1000",0
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","1000-3000",0
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","3000-inf",0
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","-inf-0",0
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","0-1",0.07814
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","1-3",0.20838
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","3-10",0.38959
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","10-30",0.12321
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","30-100",0.1364
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","100-300",0.05347
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","300-1000",0.01074
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","1000-3000",7e-5
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","3000-inf",0
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","paracetamol","-inf-0",0
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","paracetamol","0-1",0.6681
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","paracetamol","1-3",0.1193
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","paracetamol","3-10",0.14544
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","paracetamol","10-30",0.05764
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","paracetamol","30-100",0.00951
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","paracetamol","100-300",0
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","paracetamol","300-1000",0
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","paracetamol","1000-3000",0
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","paracetamol","3000-inf",0
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ciprofloxacin","-inf-0",0
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ciprofloxacin","0-1",0.79229
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ciprofloxacin","1-3",0.13491
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ciprofloxacin","3-10",0.06602
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ciprofloxacin","10-30",0.00678
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ciprofloxacin","30-100",0
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ciprofloxacin","100-300",0
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ciprofloxacin","300-1000",0
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ciprofloxacin","1000-3000",0
29,"Viken (Urban)","2050 & Low","Partial Upgrade","API_RQ_FW","ciprofloxacin","3000-inf",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","estradiol","-inf-0",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","estradiol","0-1",0.97424
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","estradiol","1-3",0.02193
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","estradiol","3-10",0.0037200000000000002
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","estradiol","10-30",1.1e-4
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","estradiol","30-100",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","estradiol","100-300",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","estradiol","300-1000",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","estradiol","1000-3000",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","estradiol","3000-inf",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ethinylestradiol","-inf-0",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ethinylestradiol","0-1",0.03224
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ethinylestradiol","1-3",0.03224
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ethinylestradiol","3-10",0.19342
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ethinylestradiol","10-30",0.5158
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ethinylestradiol","30-100",0.15427
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ethinylestradiol","100-300",0.06321
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ethinylestradiol","300-1000",0.00883
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ethinylestradiol","1000-3000",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ethinylestradiol","3000-inf",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","diclofenac","-inf-0",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","diclofenac","0-1",0.75236
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","diclofenac","1-3",0.07895
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","diclofenac","3-10",0.14594
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","diclofenac","10-30",0.02276
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","diclofenac","30-100",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","diclofenac","100-300",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","diclofenac","300-1000",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","diclofenac","1000-3000",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","diclofenac","3000-inf",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ibuprofen","-inf-0",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ibuprofen","0-1",0.09301
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ibuprofen","1-3",0.24802
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ibuprofen","3-10",0.46156
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ibuprofen","10-30",0.1225
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ibuprofen","30-100",0.06708
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ibuprofen","100-300",0.00758
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ibuprofen","300-1000",2.4e-4
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ibuprofen","1000-3000",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ibuprofen","3000-inf",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","paracetamol","-inf-0",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","paracetamol","0-1",0.78771
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","paracetamol","1-3",0.13497
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","paracetamol","3-10",0.0707
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","paracetamol","10-30",0.00662
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","paracetamol","30-100",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","paracetamol","100-300",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","paracetamol","300-1000",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","paracetamol","1000-3000",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","paracetamol","3000-inf",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ciprofloxacin","-inf-0",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ciprofloxacin","0-1",0.83675
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ciprofloxacin","1-3",0.1554
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ciprofloxacin","3-10",0.00785
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ciprofloxacin","10-30",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ciprofloxacin","30-100",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ciprofloxacin","100-300",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ciprofloxacin","300-1000",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ciprofloxacin","1000-3000",0
30,"Viken (Urban)","2050 & Low","Advanced Upgrade","API_RQ_FW","ciprofloxacin","3000-inf",0
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","estradiol","-inf-0",0
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","estradiol","0-1",0.92525
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","estradiol","1-3",0.04156
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","estradiol","3-10",0.02905
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","estradiol","10-30",0.00374
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","estradiol","30-100",4e-4
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","estradiol","100-300",0
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","estradiol","300-1000",0
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","estradiol","1000-3000",0
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","estradiol","3000-inf",0
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","-inf-0",0
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","0-1",0.02574
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","1-3",0.02574
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","3-10",0.15445
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","10-30",0.41187
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","30-100",0.1652
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","100-300",0.11481
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","300-1000",0.08283
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","1000-3000",0.01856
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","3000-inf",8.1e-4
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","diclofenac","-inf-0",0
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","diclofenac","0-1",0.48772
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","diclofenac","1-3",0.24341
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","diclofenac","3-10",0.09353
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","diclofenac","10-30",0.14584
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","diclofenac","30-100",0.02949
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","diclofenac","100-300",0
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","diclofenac","300-1000",0
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","diclofenac","1000-3000",0
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","diclofenac","3000-inf",0
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","-inf-0",0
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","0-1",0.06776
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","1-3",0.18068
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","3-10",0.35208
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","10-30",0.16455
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","30-100",0.12789
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","100-300",0.07584
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","300-1000",0.02968
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","1000-3000",0.00152
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","3000-inf",0
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","paracetamol","-inf-0",0
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","paracetamol","0-1",0.64203
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","paracetamol","1-3",0.13061
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","paracetamol","3-10",0.14412
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","paracetamol","10-30",0.0681
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","paracetamol","30-100",0.01514
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","paracetamol","100-300",0
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","paracetamol","300-1000",0
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","paracetamol","1000-3000",0
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","paracetamol","3000-inf",0
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","-inf-0",0
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","0-1",0.77423
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","1-3",0.11886
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","3-10",0.09337
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","10-30",0.01355
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","30-100",0
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","100-300",0
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","300-1000",0
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","1000-3000",0
31,"Viken (Urban)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","3000-inf",0
32,"Viken (Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","-inf-0",0
32,"Viken (Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","0-1",0.92822
32,"Viken (Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","1-3",0.04193
32,"Viken (Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","3-10",0.02738
32,"Viken (Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","10-30",0.0022
32,"Viken (Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","30-100",2.7e-4
32,"Viken (Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","100-300",0
32,"Viken (Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","300-1000",0
32,"Viken (Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","1000-3000",0
32,"Viken (Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","3000-inf",0
32,"Viken (Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","-inf-0",0
32,"Viken (Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","0-1",0.02683
32,"Viken (Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","1-3",0.02683
32,"Viken (Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","3-10",0.16097
32,"Viken (Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","10-30",0.42924
32,"Viken (Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","30-100",0.14448
32,"Viken (Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","100-300",0.11977
32,"Viken (Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","300-1000",0.07898
32,"Viken (Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","1000-3000",0.01237
32,"Viken (Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","3000-inf",5.4e-4
32,"Viken (Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","diclofenac","-inf-0",0
32,"Viken (Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","diclofenac","0-1",0.50679
32,"Viken (Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","diclofenac","1-3",0.22714
